title,description,posted_date,price,partitioning,surface,floor,rooms,terrace,parking,cellar,source_offer,neighborhood,posted_date_month,price_sqm
inchiriere apartament cu doua camere semidecomandate in cartierul iris,"id oferta: 3547homeward imobiliare va propune spre inchiriere un apartament deosebit cu doua camere, semidecomandat, 57 mp, situat in cartierul iris.acesta este pozitionat la etajul 7al unui imobil structurat pe 7 niveluri, fiind dotat cu lift.in ceea ce priveste compartimentarea acesta este semidecomandat avand urmatoarele caracteristici: un dormitor, un living open-space cu bucataria, o baie si un balcon deschis cu o suprafata de 25 mp care ofera o priveliste deosebita.imobilul detine finisaje ultra moderne (gresie, faianta, parchet), toate electrocasnicele  necesare (frigider, aragaz, masina de spalat rufe) si este complet mobilat si utilat.acesta beneficiaza de asemenea de un loc de parcare subteran pentru care se percepe o taxa extra de 50€/luna.blocul este izolat din punct de vedere termic și este situat aproape de magazine, de mijloacele de transport.parerea agentului: apartamentul este pozitionat intr-o zona linistita, fiind ideal pentru un cuplu sau pentru familie.in cazul în care aceasta oferta va este pe plac nu ezitati sa ne contactati.id intern: p3547",2019-09-03,450.0,semidecomandat,57.0,7,2.0,True,True,False,unknown,iris,9,7.894736842105263
inchiriez ap 1 cam gheorgheni,"pf inchiriez ap 1 camera 40 mp,bloc nou zona interservisan, compet mobilat si utilat.",2019-09-23,290.0,,40.0,nan,1.0,False,False,False,owner,gheorgheni,9,7.25
"apartament 2 camere decomandat,zona profi, cartier marasti","oferim spre inchiriere un apartament cu doua camere, decomandat, situat la etajul 7 , zona profi, cartier marasti.apartamentul are suprafata utila de 54 mp plus balcon.se inchiriaza complet utilat si mobilat.",2019-09-06,480.0,decomandat,54.0,nan,2.0,True,False,False,real estate agency,marasti,9,8.88888888888889
"apartament 3 camere + garaj si loc de parcare, piata cipariu","oxygen estate recomanda spre inchiriere un apartament cu 3 camere situat in cartierul gheorgheni, zona piata cipariu.apartamentul este spatios si se compune din 2 dormitoare, un living spatios si luminos, bucatarie complet mobilata si utilata, baie, hol, la care se adauga o terasa de 14 mp. locuinta este ingrijita, zona este linistita, cu spatii verzi, este aproape de mijloacele de transport in comun, magazine, scoli, gradinite, parc si cu acces facil spre centrul orasului. apartamentul dispune de parcare privata, se inchiriaza complet mobilat si utilat cum se vede in fotografii, fiind ideal pentru o familie, un cuplu tanar, sau un grup de tineri. ocupabil imediat! pentru alte informatii va stam la dispozitie!  id: 9109.comision: 50%imediat",2019-09-30,499.0,semidecomandat,87.0,2,3.0,True,True,False,real estate agency,centru,9,5.735632183908046
"apartament 2 camere + parcare, buna ziua!","integra imobiliare va propune spre inchiriere un apartament 2 camere, in buna ziua!apartamentul este amplasat in bloc nou, dotat cu lift, dispune de o suprafata utila de 50 m.p- camera de zi cu acces terasa- bucatarie- dormitor- baie- terasa 11 m.pse preda complet mobilat si utilat, inclus in pret dispune de loc de parcare exterioara!",2019-09-03,430.0,semidecomandat,50.0,3,2.0,True,True,False,unknown,buna ziua,9,8.6
"ap. 3 camere europa, mobilat si utilat, autobuz, parcare, asfalt","apartament 3 camere 2 bai ideal pentru familii in curs de amenajare, cu acces asfaltat din calea turzii si eugen ionescu. bonus loc de parcare inclus in pret. disponibil de la 15 aprilie.apartament 3 camere 2 bai ideal pentru familii in curs de amenajare, cu acces asfaltat din calea turzii si eugen ionescu. bonus loc de parcare inclus in pret. disponibil de la 15 aprilie.posibilitate inchiriere ca si birou.va propunem spre inchiriere, apartament cu 3 camere, situat in cartierul europa, zona profi. este situat intr-un imobil construit in anul 2018 confort 1 semidecomandat. etaj 2 din 2 cu o suprafata de 80 mp, cu 2, grup sanitar, 2 , balcon. imobilul este situat in apropiere de piata, statie autobuz, scoli, gradinita. id intern: imo2468.comision: 50%imediat",2019-09-10,480.0,semidecomandat,80.0,2,3.0,True,True,False,real estate agency,europa,9,6.0
"apartament, 2 camere, 55 mp, totul nou, zona brd marasti","oferta id: 2407va prezentam un apartament modern, totul fiind nou, ideal pentru persoanele care isi doresc sa locuiasca intr-o zona cu acces facil catre toate punctele de interes ale orasului. reprezinta o dovada in plus a bunului gust si a simtului practic, atat in alegerea culorilor si a finisajelor, cat si in amenajare.privo imobiliare inchiriaza: apartament 2 camere, semidecomandat, complet mobilat si utilat, avand suprafata utila de 55 mp, situat la etajul 5 al unui imobil de 10 niveluri, construit in anul 2019, in zona brd marasti.disponibil pentru ocupare imediata, apartamentul dispune de terasa, centrala termica proprie, geamuri termopan din tamplarie pvc, usa metalica; costurile de intretinere sunt reduse datorita izolatiei blocului dar si datorita centralei proprie cu care este dotat apartamentul. un aspect de retinut si de luat in considerare este utilarea completa cu electrocasnice. de asemenea, in zona exista disponibilitati de parcare.este ideal unui cuplu sau unei singure persoane; modalitatea de amenajare a intregului apartament combina placutul cu utilitatea.contactati-ne cu incredere daca aceasta oferta se pliaza necesitatilor dumneavoastra pentru vizionari sau mai multe detalii.",2019-09-03,520.0,semidecomandat,55.0,5,2.0,True,True,False,unknown,marasti,9,9.454545454545455
"apartament 2 camere, decomandat, mobilat si utilat, zona semicentrala","welt imobiliare ofera spre inchiriere un apartament de 2 camere, decomandat, in zona semicentrala, la distanta de 3 minute de mers pe biblioteca octavian goga si la o distanta de 10 minute de iulius mall si fsega.apartamentul are o suprafata de 54 mp si este compartimentat astfel: living, dormitor, bucatarie, baie, hol, balcon.apartamentul se inchiriaza complet complet mobilat si utilat.pentru mai multe detalii nu ezitati sa ma contactati!id intern:  p19258id intern: p19258",2019-09-03,480.0,decomandat,54.0,7,2.0,True,False,False,unknown,gheorgheni,9,8.88888888888889
inchiriez apartament 3 camere cartierul grigorescu,"inchiriez apartament 3 camere, semidecomandat, in cartierul grigorescu. apartamentul este la et 4 intr un imobil de 9 etaje, recent izolat termic. apartamentul a fost renovat recent si se inchiriaza complet mobilat si utilat: geamuri termopan, plasa insecte, gresie , faianta, parchet, centrala termica proprie, frigider, masina spalat rufe, aragaz, cuptor microunde.este aproape de scoli, gradinite si supermarket-uri (profi, cora).",2019-09-07,440.0,semidecomandat,60.0,4,3.0,False,False,False,unknown,grigorescu,9,7.333333333333333
apartament de inchiriat cu 3 camere in zona andrei muresanu.,"re/max grup de lux va ofera spre inchiriere un apartament luminos si spatios, de 81 mp utili, situat la etajul 2 al unui imobil cu 8 etaje. proprietatea este compartimentata astfel: 2 dormitoare, 1 living cu bucatarie, 2 balcoane si 2 bai. zona este una linistita, in proximitate fiind multe puncte de interes precum: facultati, scoli, magazine, statii de transport in comun, spitale. finisajele moderne, centrala proprie, si multe alte beneficii ale acestui apartament il fac pretabil pentru studenti, un cuplu sau o familie. va asteptam la vizionare!comision: standardimediat",2019-09-24,599.0,semidecomandat,81.0,2,3.0,True,False,False,real estate agency,andrei muresanu,9,7.395061728395062
apartament superb de inchiriat zona gheorgheni,"re/max best va ofera spre inchiriere un superb apartament, situat in gheorgheni, str. alverna.apartamentul se afla la parterul unui imobil nou, ofera ambianta ideala a unei locuinte primitoare si luminoase, avand o suprafata utila de 52 mp. compartimentarea este foarte practica, avand o bucatarie deschisa spre livingul generos si luminos, un dormitor si o baie.in sustinerea intereselor dumneavoastra apartamentul este finisat si utilat modern, este calduros, dispune de centrala termica, incalzire in pardoseala si geamuri termopan.in privinta confortului termic, imobilul este izolat si este situat intr-o zona linistita, iar statia de transport in comun, parc de joaca, gradinita, magazinele, etc., se afla in imediata apropiere.pentru mai multe detalii si o posibila vizionare astept...citeşte mai multsa ma contactati!comision: standardimediat",2019-09-24,470.0,,52.0,ground floor,2.0,False,False,False,real estate agency,gheorgheni,9,9.038461538461538
inchiriere apartament 3 camere bloc nou gheorgheni- interservisan,"cc0184021: inchiriere apartament trei camere de lux in gheorgheni situat in bloc de 4 etaje construit in anul 2009. apartamentul este situat la etajul 2, este compus din doua dormitoare, living, bucatarie, doua bai, hol si balcon. este decomandat si are o suprafata utila de app. 90 mp. locuinta este renovata complet, mobilata integral, mobilier de living, hol si bucatarie echipata complet cu masina de spalat haine\ vase. apartamentul are loc de parcare in parcarea subterana a blocului. ca si localizare, apartamentul este situat in gheorgheni, pe strada strada liviu rebreanu la 5 minute de iulius mall. pentru detalii si informatii suplimentare va stam la dispozitie.apartamentul a fost proaspat renovat!comision: 50%imediat",2019-09-30,500.0,decomandat,90.0,2,3.0,True,True,False,real estate agency,gheorgheni,9,5.555555555555555
apartament cu 2 camere in cartierul dambu rotund,"elite ofera spre inchiriere apartament cu 2 camere in cartierul dimbu rotund.  imobilul este situat in zona corneliu coposu,  in constructie noua, este cu trecere si are suprafata utila de 52 mp. imobilul are o baie, un balcon si este orientat sud. este finisat modern, are parchet laminat, faianta/gresie moderna, tamplarie exterior termopan, tamplarie interior lemn, usa intrare metalica. locuinta are centrala termica si este izolata termic exterior. are garaj sub bloc.  imobilul este mobilat complet, cu mobilier modern si este utilat complet. id 62687",2019-09-03,350.0,,52.0,1,2.0,True,True,False,unknown,centru,9,6.730769230769231
"apartament cu 2 camere, marasti, zona strazii dorobantilor","propunem spre inchiriere apartament cu 2 camere, situat in marasti, zona strazii dorobantilor. apartamentul dispune de o suprafata utila de 50mp si este compus din: hol, living cu bucatarie open space, dormitor, baie si balcon. se inchiriaza mobilat si utilat, dotat cu sistem de aer conditionat.pentru mai multe detalii sau vizionari, va stam la dispozitie.comision: 50%+tva",2019-09-19,400.0,semidecomandat,50.0,10,2.0,True,False,False,real estate agency,marasti,9,8.0
"apartament, 2 camere, nemobilat, pet friendly, in grigorescu","oferta id: 2409va prezentam un apartament pet friendly, ideal pentru persoanele care isi doresc sa locuiasca intr-o zona cu acces facil catre toate punctele de interes ale orasului.privo imobiliare inchiriaza: apartament 2 camere, semidecomandat, nemobilat, avand suprafata utila de 45 mp, situat la etajul 3 al unui imobil de 4 niveluri, in zona liceului onisfor ghibu, cartierul grigorescu.disponibil pentru ocupare imediata, apartamentul dispune de balcon, centrala termica proprie, geamuri termopan din tamplarie pvc, usa metalica; costurile de intretinere sunt reduse datorita izolatiei blocului dar si datorita centralei proprie cu care este dotat apartamentul.este ideal unui cuplu sau unei singure persoane;contactati-ne cu incredere daca aceasta oferta se pliaza necesitatilor dumneavoastra pentru vizionari sau mai multe detalii.",2019-09-03,350.0,semidecomandat,45.0,3,2.0,True,False,False,unknown,grigorescu,9,7.777777777777778
"apartament 3 camere, 60 mp, intre lacuri","id proprietate: zi 6936zoom imobiliare va ofera spre inchiriere un apartament cu 3 camere in zona strazii tulcea.apartamentul se regaseste la nivelul 2 al unui imobil dispus pe 4 etaje.la interior prezinta finisaje moderne, fiind complet mobilat si utilat, decomandat, dispus astfel: 3 dormitoare, 1 bucatarie, 2 bai, 2 balcoane.nu dispune de un loc de parcare insa exista posibilitatea de a parca in imprejurimi.zona in care se regaseste imobilul este una foarte accesibila, cu acces rapid spre mijloacele de transport in comun si spre cele mai importante puncte de interes din imprejurimi.",2019-09-23,350.0,decomandat,60.0,2,3.0,True,True,False,real estate agency,intre lacuri,9,5.833333333333333
"inchiriere apartament 3 camere, zona ultracentrala a orasuluui","piata mihai viteazu, magazine, farmacii, statii pentru mijloacele de transport in comunwelt imobiliare va propune spre inchiriere apartament cu 3 camere, zona ultracentrala.apartamentul are o suprafata de 77 mp si este situat la parterul inalt al unui bloc cu 3 etaje. este compus din living cu bucatarie, 2 camere separate, 2 bai si 1 balcon. se inchiriaza mobilat si utilat complet: centrala termica proprie, masina de spalat haine, frigider, cuptor.zona apartamentului este utracentrala, la un minut distanta de magazine, piata, farmacii si statii pentru mijloace de transport in comun.pentru mai multe detalii si/sau vizionari nu ezitati sa ne contactati!comision: 50%+tvaimediata",2019-09-30,660.0,semidecomandat,77.0,ground floor,3.0,True,False,False,real estate agency,centru,9,8.571428571428571
"apartament 2 camere in imobil nou, zorilor, zona sigma","residence imobiliare va ofera spre inchiriere un apartament situat in cartierul zorilor, la cateva minute de sigma si de mijloacele de transport in comun. apartamentul se afla la etajul 1 intr-un imobil nou si dispune de finisaje moderne si de calitate, atent alese. apartamentul are o suprafata de 62 mp si este semidecomandat, compartimentat intr-un living, bucatarie utilata complet, un dormitor cu pat matrimonial, baie si balcon. se inchiriaza mobilat modern, in culori vii, care transforma apartamentul intr-un 'acasa' contemporan si calduros. disponibil imediat!comision: standardimediat",2019-09-30,600.0,semidecomandat,62.0,1,2.0,True,False,False,real estate agency,zorilor,9,9.67741935483871
apartament 2 camere cu garaj central,"rbc imobiliare va ofera spre inchiriere apartament 2 camere zona ntt data.apartamentul oferit spre inchiriere este situat la etajul 3 al unui imobil constructie noua, cu lift, avand o suprafata de 65 mp plus terasa de 6 mp.dispune de finisaje moderne si de calitate, este compartimentat in hol ( dressing la intrare), living generos openspace cu bucataria, dormitor, baie accesul pe terasa se face din ambele incaperi. apartamentul este dotat cu aer conditionat, centrala termnica proprie.se inchiriaza complet mobilat si utilat cu frigider, plita, cuptor, masina de spalat vase,masina de spalat rufe si uscator.deasemenea in pret este inclus si un loc de parcare in subteranul imobilului.pentru mai multe detalii, nu ezitati sa ne contactati.comision: 50%",2019-09-29,650.0,semidecomandat,65.0,3,2.0,True,True,False,real estate agency,centru,9,10.0
"apartament 2 camere + loc de parcare, in zorilor,  ideal cup","se inchiriaza apartament cu 2 camere, decomandat cu o suprafata utila de 40 mp pe strada constantin noica. constructia a fost finalizata in anul 2019, apartamentul este complet mobilat si utilat , compus din : dormitor, living cu bucatarie, dressing, balcon de 10mp. detine si loc de parcare! in apropiere se pot gasi magazine precum si statia de autobuz,",2019-09-03,350.0,decomandat,40.0,1,2.0,True,True,False,unknown,zorilor,9,8.75
apartament cu 4 camere de inchiriat in zona semicentral,"re/max concept va ofera spre inchiriere un apartament de lux, in piata cipariu,format din 4 camere,2 bai ,2 balcoane,bucataria si livingul sunt in sistem open space. apartamentul este complet mobilat si utilat,de lux,pentru pretentiosi. va stam la dispozitie pentru informatii suplimentare si vizionare!comision: standardimediat",2019-09-30,950.0,decomandat,100.0,5,4.0,True,True,False,real estate agency,not found,9,9.5
inchiriere apartament 2 camere piata unirii ultracentral,"glow imobiliare va propune la inchiriere apartament cu 2 camere 60 mp utili , situat la etajul 1 , este ultrafinisat recent renovat , complet mobilat si utilat modern cu toate cele necesare . apartamentul se afla in zona bulevardul eroilor in piata unirii . pentru mai multe detalii nu ezitati sa ne contactati .piata uniriicomision: standardimediat",2019-09-30,600.0,decomandat,60.0,1,2.0,True,False,False,real estate agency,centru,9,10.0
apartament 2 camere semi decomandat europa,"va propunem spre inchiriere un apartament frumos si luminos in certier europa.semidecomandat cu bucatarie deschisa,  finisaje de calitate, bine intretinut si placut la vedere,  apartamentul se afla pe strada eugen ionesco in apropiere de puncte de interes comun.inchiriez apartament  2camere,  semidecomandat,  bine compartimentat si luminos.cartier: europalocalizare: str eugen ionescosuprafata: 52mpcompartimentare:⦁  -2 camere  (dormitor cu pat matrimonial , living spatios cu canapea extensibila)⦁  - bucatarie open space⦁  - 1baie cu cada jacuzzi⦁  - 1balcon + 1 logie⦁  - etaj  1•	1 loc de parcareocupabil imediat.finisaje modernecomplet mobilat si utilat : masina de spalat rufe, combina frigorifica, aragaz, hota, interfon , tv, etcacces facil mijloace de transport in comun foarte aproape de statii de autobuz; zona linistita aproape de puncte de interes comun.pret: 400 euro. se inchiriaza prin agentie.ma puteti contacta prin messanger; la telefon: 0753 794 734 sau e-mail:",2019-09-03,400.0,semidecomandat,52.0,1,2.0,True,True,False,unknown,europa,9,7.6923076923076925
apartament 2 camere nou buna ziua,"smart imobiliare va ofera spre inchiriere apartament cu 2 camere nou in cariterul buna ziua. apartamentul are suprafata utila de 44 mp si este comaprtimentat astfel: living cu bucatarie, dormitor, baie si balcon de 10 mp. apartamentul iti ofera sentimentul unui camin primitor imediat ce-i treci pargul. sentimentul de liniste si intimitate iti ofera privelistea suberba asupra orasului fiind situat la etajul 7 din 9. complexul este beneficiaza de sala de sport si teren de sport multifunctional, gratuit pentru locatari. imobilul se afla la 2 minute de statia ctp iar langa aveti magazin, farmacie si restaurant. se poate inchiria si loc de parcare in exterior la pretul de 40 euro. pentru mai multe detalii sau pentru a stabili o vizionare astept telefonul dvs.",2019-09-03,360.0,semidecomandat,44.0,7,2.0,True,True,False,unknown,buna ziua,9,8.181818181818182
"apartament, bloc nou, 2 camere, buna ziua, garaj","residence imobiliare va ofera spre inchiriere un apartament situat la etajul 5 intr-un imobil nou din cluj-napoca, cartierul buna ziua, aproape de mijloacele de transport in comun, banci, supermarketuri si parc. apartamentul are o suprafata de 40 mp si este semidecomandat, compartimentat bucatarie + living open space + dining, 1 bai si 1 balcoane de 10 mp. se ofera spre inchiriere complet mobilat si utilat si dispune de parcare subterana. este ideal pentru o familie   si este disponibil imediat!",2019-09-03,450.0,semidecomandat,40.0,5,2.0,True,True,False,unknown,buna ziua,9,11.25
proprietar!inchiriez ap.2 camere-nou-prima inchiriere-gheorgheni-iuliusmall,"inchiriez apartament 2 dormitoare + living, in bloc nou, finalizat iunie 2019, in cartierul gheorgheni, zona interservisan, str. bistritei.apartamentul este la prima inchiriere si este format din 1 dormitor matrimonial, 1 dormitor single, 1 living cu bucatarie open space, 1 balcon, 1 terasa in suprafata de 25mp, cu panorama asupra orasului.apartamentul este complet mobilat si utilat si include un loc de parcare subteran.la parterul blocului exista un magazin mega image.",2019-09-07,650.0,decomandat,65.0,4,2.0,True,True,False,owner,gheorgheni,9,10.0
"apartament ultrafinisat cu 3 camere, zona spitalului de recuperare","koncept imobiliare va propune spre inchiriere un apartament ultrafinisat cu 3 camere situat in cartierul zorilor, zona spitalului de recuperare. este decomandat, are suprafata utila de 65 mp.,  compartimentat astfel: 3 camere, bucatarie, baie si hol. apartamentul este proaspat renovat, se inchiriaza complet mobilat si utilat, fiind dotat cu centrala termica proprie, masina de spalat rufe, masina de spalat vase, cuptor electric, plita electrica, cuptor cu microunde, frigider, hota si 2 televizoare, toate noi. pentru detalii complete, pentru programarea unei vizionari sau pentru a afla oferta noastra completa, nu ezitati sa ne contactati telefonic, prin e-mail sau direct la sediul agentiei noastre de pe strada napoca nr. 10.",2019-09-03,780.0,decomandat,65.0,nan,3.0,False,False,False,unknown,zorilor,9,12.0
"de inchiriat apartament 2 camere, garaj subteran, zona golden tulip","vego imobiliare vă propune spre închiriere acest apartament de 2 camere, semidecomandat, poziționat la etajul 1/4 al unui imobil construcție nouă, izolat termic, situat în cartierul zorilor, zona hotelului golden tulip, oferind acces facil asupra multor puncte de interes, situat la o distanță de câteva minute de mijloacele de transport în comun, magazine, farmacii, bănci și alte obiective importante.apartamentul dispune de o suprafață utilă de 45 mp, se închiriază complet finisat, mobilat și utilat modern. în rândul dotărilor menționăm geamurile termopan cu tâmplărie pvc, ușă metalică la intrare, centrală termică proprie, cuptor + aragaz pe gaz cu hotă.compartimentarea este semidecomandată, astfel: – 2 camere, 1 bucătărie, 1 baie, 1 balcon spațios, 1 hol.în prețul chiriei este inclus și un loc de parcare, în garajul subteran.preț: 400 euro/lună.ocupabil imediat.pentru orice alte informații, sau pentru stabilirea unei vizionări, nu ezitați să ne contactați!id: 390",2019-09-03,400.0,semidecomandat,45.0,1,2.0,True,True,False,unknown,centru,9,8.88888888888889
gars 240 euro,"gars lângă expo. transilvania, la 15 min de mers pe jos până la iullius mall",2019-09-07,240.0,,22.0,3,1.0,False,False,False,owner,not found,9,10.909090909090908
"3 camere decomandate, zona plopilor aproape de parc, pet friendly","oxygen estate recomanda spre inchiriere un apartament cu 3 camere decomandate, situat in cluj-napoca la etajul 7 al unui imobil cu 10 niveluri, din cartierul plopilor, zona parc iuliu hatieganu.locuinta are o suprafata utila de 80 mp si se compune din 2 dormitoare, living, bucatarie, 2 bai, hol, la care se adauga 1 balcon inchis. apartamentul dispune si de o uscatorie.finisajele sunt moderne, incalzirea se face prin centrala termica proprie, ferestrele sunt de tip termopan cu profil pvc, dispune de gresie si faianta in bucatarie si baie, parchet in camere, iar peretii sunt zugraviti in lavabil.zona este linistita, cu multe spatii verzi, fiind si foarte aproape de mijloacele de transport in comun, magazine, farmacie, unitati de invatamant, parc si cu acces facil spre centrul orasului.daca aceasta locuinta prezinta interes pentru dumneavoastra, va invitam sa o vizitam impreuna!pentru alte informatii va stam la dispozitie! id 8786",2019-09-03,599.0,decomandat,80.0,7,3.0,True,False,False,unknown,plopilor,9,7.4875
"garsoniera finisata modern, cu centrala termica, zona fsega","id 27075omus rex va ofera spre inchiriere garsoniera, c-tie noua, situata in cartierul marasti, la 150m de fsega, la etaj intermediar, cu suprafata utila de 22 mp. garsoniera de vanzare este finisata modern cu parchet, gresie, faianta, geamuri termopan si usa metalica. garsoniera dispune de centrala termica de bloc, balcon, bucataria mobilata ,utilata ,camera va avea mobilier nou, are orientare vestica si se afla intr-o zona excelenta, aproape de mijloacele de transport, iulius mall, fsega.comision: 50%",2019-09-07,280.0,semidecomandat,22.0,4,1.0,False,False,False,real estate agency,marasti,9,12.727272727272727
"2 camere decomandate cu paturi matrimoniale, 2 bai, zona zorilor","2 camere decomandate, constructie noua, paturi matrimoniale, 2 bai, ideal pentru tineri!oxygen estate recomanda spre inchiriere un apartament cu 2 camere decomandate situat in cartierul zorilor, zona caminelor studentesti.apartamentul este modern si spatios si se compune din 2 dormitoare, bucatarie complet mobilata si utilata, 2 bai, hol, la care se adauga 1 balcon. locuinta este ingrijita, zona este linistita, cu spatii verzi, este aproape de mijloacele de transport in comun, magazine, scoli, gradinite, parc si cu acces facil spre centrul orasului.apartamentul se inchiriaza complet mobilat si utilat cum se vede in fotografii, fiind ideal pentru o familie, un cuplu tanar, sau un grup de tineri.ocupabil imediat! pentru alte informatii va stam la dispozitie!  id: 8656.",2019-09-03,480.0,decomandat,62.0,1,2.0,True,False,False,unknown,zorilor,9,7.741935483870968
"inchiriez ap. 1 cam, marasti","inchiriez ap. 1 cam, str. nasaud etaj interm, supr. 40mp+ balcon, dec, finisat cu gresie-faianta, parchet, ct, termopan, mobilat si utila, pret 320 euro, neg.",2019-09-24,320.0,decomandat,40.0,6,1.0,True,False,False,real estate agency,marasti,9,8.0
"inchiriere apartament cu 3 camere semidecomandate, zona donath park","id oferta: p3829homeward imobiliare va propune spre inchiriere un apartament deosebit cu trei camere semidecomandat, cu o suprafata utila de 68 mp, situat in cartierul grigorescu, zona donath park.apartamentul este pozitionat la etajul 1 unui imobil cu 4 etaje.in ceea ce priveste compartimentarea acesta este decomandat avand urmatoarele caracteristici: doua dormitoare, un livin living open-space cu bucataria, o baie, o bucatarie si doua  balcoane deschise.este aproape de statiile de autobus si magazine, supermarketuri.apartamentul este complet mobilat si utilat.dispune de loc de parcare.parerea agentului: apartamentul este situat intr-un imobil construit in anul 2018, ideal pentru persoanele care isi doresc sa locuiasca intr-o zona linistita a orasului. se preteaza excelent pentru un cuplu sau pentru o familie.in cazul în care aceasta oferta va este pe plac nu ezitati sa ne contactati.id intern: p3829",2019-09-23,400.0,semidecomandat,61.0,1,3.0,True,True,False,real estate agency,grigorescu,9,6.557377049180328
"pf inchiriez ap 2 camere semicentral, zona scortarilor, the office","pf inchiriez 2 camere finisat modern, utilat complet, ct proprie, 2 balcoane , orientare est-vest , zona linistita .apartamentul este situat pe strada gg lazar, zona scortarilor , aproape de the office .liber din 5 octombrie .potrivit pentru familie sau cuplu .exclus studenti .",2019-09-23,430.0,semidecomandat,60.0,2,2.0,True,False,False,owner,marasti,9,7.166666666666667
"inchiriere apartament 2 camere, cartier gheorgheni, zona iulius mall","welt imobiliare recomanda inchirierea acestui apartament, situat in cartierul gheorgheni, zona iulius mall - kaufland.apartamentul se afla la prima inchiriere dupa o renovare generala si este pozitionat la etajul 1 al imobilului. zona este foarte linistita, cu multe spatii verzi si beneficiaza de numeroase avantaje.apartamentul se ofera complet mobilat si utilat modern, totul fiind nou si de foarte buna calitate.id intern: p19651",2019-09-24,500.0,semidecomandat,53.0,1,2.0,False,False,False,real estate agency,gheorgheni,9,9.433962264150944
apartament cu 2 camere la 5 minute de umf,"habitas imobiliare va propune spre inchiriere un apartament cu 2 camere fiind situat la 5 minute de facultatea de medicina.apartamentul cu suprafata utila de 54 mp este situat la parterul unui imobil cu  3 etaje si este compartimentat intr-un living cu bucatarie, dormitor, baie si hol.acesta dispune de centrala termica proprie, aragaz, frigider, masina de spalat rufe, cuptor cu microunde.se inchiriaza mobilat si utilat complet.este ideal pentru studenti la umf, fiind situat in imediata apropiere a acesteia.",2019-09-23,400.0,semidecomandat,52.0,ground floor,2.0,False,False,False,real estate agency,not found,9,7.6923076923076925
"apartament cu 3 camere si parcare, zona strazii mircea el...","koncept imobiliare va ofera spre inchiriere un apartament cu 3 camere semidecomandate in cartierul zorilor, zona strazii mircea eliade. apartamentul in suprafata utila de 70 mp este situat la etajul 1 intr-o vila cu regim de inaltime d+p+1e+pod si este compus din: living impreuna cu bucataria de tip open space, 2 dormitoare, baie generoasa cu geam, hol si 1 balcon cu acces din ambele dormitoare plus inca un balcon cu acces din baie. acesta dispune de spatiu de depozitare in pod cu acces din apartament, ac, centrala termica proprie, usa metalica la intrare, ferestre termopan si se inchiriaza complet mobilat si utilat. in pretul chiriei este inclus si 1 loc de parcare privat. este disponibil imediat. pentru detalii complete, pentru programarea unei vizionari sau pentru a afla oferta noastra completa, nu ezitati sa ne contactati telefonic, prin email sau direct la sediul agentiei noastre pe str napoca nr 10.confort: 1tip imobil: casă/vilănumăr băi: 1posibilitate parcare: danr. locuri parcare: 1",2019-09-03,490.0,semidecomandat,70.0,1,3.0,True,True,False,unknown,zorilor,9,7.0
"dau in chirie ap.2 camere,,decomandat in cluj-napoca,in manastur","dau in chirie apartament {la 2-4 studente/studenti}doua camere decomandat , mobilat,utilat ,ct,geamuri termopan,izolat termic , cart.manastur, langa fac. bogdan - voda ,telefon 0751-818.404",2019-09-23,300.0,nedecomandat,55.0,9,2.0,False,False,False,owner,manastur,9,5.454545454545454
mrm imobiliare ofera spre inchiriere ap. 3 cam zona buna ziua,"mrm imobiliare ofera spre inchiriere ap. 3 cam, str.zaharia stancu, etajul 1, suprafata  utila 104 mp, finisat, mobilat, utilat, parcare, garaj subteran, boxa. pentru informatii suplimentare ne puteti contacta telefonic sau va asteptam la sediul firmei in cluj napoca, str. iuliu maniu, nr.7, ap.3.",2019-09-23,650.0,decomandat,104.0,1,3.0,False,True,True,real estate agency,buna ziua,9,6.25
"inchiriere apartament 2 camere, semidecomandat, buna ziua.","id: 3826homeward imobiliare va propune spre inchiriere un apartament cu 2 camere 48 mp cartier buna ziua.in ceea ce priveste compartimentarea acesta este semidecomandat avand urmatoarele caracteristici: 1 dormitor 1 living cu 1 bucatarie 1 baie, si un balcon.locuinta beneficiaza de: ferestre de termopan parchet gresie faianta usa metalica la intrare, centrala proprie.se inchiriaza complet mobilat si utilat.parerea agentului: apartament mobilat modern intr-o zona linisitita perfect pentru un grup un cuplu sau o familie.in cazul in care aceasta oferta va este pe plac nu ezitati sa ne contactati.id intern: p3826",2019-09-23,420.0,semidecomandat,48.0,1,2.0,True,False,False,real estate agency,buna ziua,9,8.75
inchiriez garsoniera str.zorilor,"inchiriez garsoniera,pe str.zorilor complet utilata,mobilata,finisata modern cu centrala termica proprie.",2019-09-14,320.0,semidecomandat,28.0,nan,1.0,False,False,False,owner,zorilor,9,11.428571428571429
"închiriez garsonieră, pe detunata, lângă iulius mall","dau in chirie garsonieră in cartierul gheorgheni, într-o zonă f accesibilă, aproape de mijloace de transport, piață, magazine, școli,etc.",2019-09-21,290.0,semidecomandat,28.0,ground floor,1.0,False,False,False,owner,gheorgheni,9,10.357142857142858
